NOT_FOR_USE,0
1708176,73,19,19,38,39,42
1699512,85,17,31,34,65,53
1507568,68,0,0,0,0,7
1501728,98,38,42,76,86,83
1688180,98,38,45,76,94,86
1634191,100,26,32,52,66,63
1661460,81,28,20,56,42,52
1685541,81,19,22,37,45,45
1704884,93,32,36,64,75,72
1689986,62,26,22,52,45,50
1685842,63,15,9,29,19,28
1697163,97,40,39,80,81,82
1707724,95,43,30,86,63,76
1666669,71,21,30,42,63,54
1693668,81,25,14,49,29,43
1699151,63,34,17,67,34,52
1649083,92,16,10,31,20,32
1687199,79,32,42,64,88,76
1705253,86,22,18,43,38,45
1696769,94,29,33,58,68,66
1596316,17,21,AB,41,0,20
1697586,39,13,4,26,8,19
1688197,98,26,33,51,69,64
1668771,98,30,39,60,81,73
1701719,83,21,15,42,30,41
1690418,63,11,8,22,16,23
1694522,95,21,35,42,73,61
1702365,88,30,39,60,81,72
1684805,100,40,44,80,92,87
1583917,98,31,36,62,75,71
1639590,94,25,39,49,80,68
1690295,95,19,17,38,35,43
1688204,99,20,17,39,34,43
1723069,94,35,40,69,82,77
1717344,83,25,24,50,50,53
1612767,92,0,33,0,68,70
1693907,88,26,25,52,51,55
1693533,86,21,31,42,65,57
1705038,89,40,45,79,94,87
1685490,100,17,13,34,26,37
1703345,91,30,20,59,41,54
1685860,97,21,8,41,16,35
1638636,93,29,42,58,86,74
1721756,93,30,39,60,80,72
1582787,78,33,46,66,95,80
1685082,98,34,44,68,92,82
1693527,98,30,30,60,61,64
1700674,33,10,4,20,8,16
1401762,83,23,22,46,46,50
1692765,37,21,13,41,27,34
1674286,46,24,14,48,29,39
1700098,100,38,32,76,67,74
1691995,89,32,21,63,43,56
1673310,91,24,24,48,50,53
1686852,62,14,12,28,24,30
1687522,70,13,14,25,28,31
1696395,96,35,31,69,65,70
1704569,84,40,36,80,75,78
1689953,85,26,15,52,31,46
1636512,97,19,22,37,46,47
1685383,100,41,45,81,93,88
1707919,74,23,18,45,36,44
1716863,98,33,40,65,83,77
1708856,96,28,20,56,42,54
1704111,89,16,2,31,3,24
1632318,99,25,29,50,59,59
1696007,73,25,4,50,8,34
1686484,100,27,34,54,70,66
1666474,93,31,36,61,75,71
1662166,33,16,AB,32,0,18
1636833,92,21,8,42,17,36
1721029,88,31,25,62,52,60
1693968,100,13,21,25,43,40
1643393,93,41,27,82,55,71
1690998,97,27,26,54,53,58
1650850,80,25,12,49,25,41
1703808,78,26,26,51,53,55
1692656,81,16,3,32,6,25
1719336,93,22,41,43,84,67
1636295,81,22,15,43,31,41
1688434,97,26,29,52,59,60
1693958,100,26,20,51,42,52
1608953,38,12,3,24,5,17
1685142,90,23,23,45,48,51
1643943,73,29,18,58,38,50
1722971,83,11,21,22,43,37
1685094,100,32,38,63,78,74
1685633,98,33,41,66,84,77
1688942,80,12,3,24,6,22
1602529,72,32,38,64,78,71
1718007,95,19,17,38,35,43
1692058,94,20,25,40,52,51
1479249,48,13,6,25,13,22
1722325,89,18,24,36,50,48
1694282,98,29,45,58,94,78
1689848,81,27,28,53,58,58
1703006,91,3,11,5,23,22
1687966,92,20,24,40,49,49
1691366,85,15,29,29,60,49
1554907,99,22,35,43,73,62
1692718,58,24,20,48,42,46
1685141,100,24,21,47,44,51
1698807,98,27,40,54,82,71
1705518,82,13,21,26,44,40
1708499,73,6,4,12,8,16
1686998,89,22,0,44,0,49
1717886,64,10,12,20,24,26
1693954,75,12,2,23,4,20
1698039,99,36,41,72,85,81
1689939,85,37,20,73,42,60
1708838,89,27,34,54,70,65
1689539,92,25,24,49,49,53
1709767,17,AB,AB,0,0,2
1688811,100,24,22,47,45,51
1668418,95,15,19,30,39,40
1661331,96,17,15,33,30,38
1715981,33,4,4,8,7,10
1693289,95,13,10,26,21,31
1723445,73,22,12,44,24,38
1715004,51,6,0,11,0,15
1637159,72,22,13,43,27,39
1648009,77,30,25,60,52,58
1640587,75,24,17,47,35,45
1407441,98,0,0,0,0,10
1688803,99,20,26,39,54,52
1690843,100,18,9,36,18,34
1687381,99,27,28,53,58,60
1673082,97,34,37,67,76,74
1596782,63,22,0,44,0,26
1724263,92,26,36,52,75,66
1719540,93,32,29,63,60,65
1663700,100,28,18,55,38,52
1716599,95,31,46,62,96,81
1688459,71,21,15,42,30,40
1687957,69,19,AB,38,0,24
1714017,83,22,27,44,55,53
1655936,0,0,0,0,0,0,LOA
1692455,65,17,21,33,44,41
1544621,87,18,41,36,85,63
1590996,83,25,28,50,58,57
1693087,96,21,35,42,72,61
1726816,44,24,35,47,73,58
1716010,53,20,AB,39,0,23
1635583,91,31,34,62,71,69
1684872,94,15,0,29,0,36
1687303,95,40,42,79,88,84
1690464,24,13,13,26,26,26
1687899,73,22,16,44,32,42
1687239,98,31,35,61,73,70
1696950,82,14,19,27,40,38
1692088,93,40,30,80,61,73
1691861,93,21,19,41,39,45
1704084,84,5,8,10,17,20
1685370,41,13,7,26,14,22
1727440,81,20,18,39,38,43
1685875,53,24,11,47,23,37
1692871,90,20,25,39,52,50
1711742,98,12,21,24,44,40
1635437,94,22,22,44,46,50
1721386,94,21,17,42,34,44
1710575,79,29,38,57,78,69
1708548,65,15,22,30,46,41
1696550,77,26,14,52,28,44
1723662,78,24,26,47,54,53
1686611,99,41,48,82,100,92
1689646,94,38,31,76,65,73
1685575,100,24,19,47,40,49
1708108,99,16,17,31,34,39
1669342,83,26,21,51,43,51
1689043,97,19,18,37,36,43
1688689,95,32,34,63,71,70
1696255,87,34,38,67,78,74
1645075,100,32,42,64,86,78
1661373,86,36,31,71,64,69
1696250,100,25,17,50,34,48
1690768,88,17,3,33,5,26
1686596,77,20,15,40,31,40
1685240,67,23,18,46,36,44
1689116,79,30,26,60,53,59
1688033,45,11,1,21,1,14
1692330,97,11,10,22,21,29
1717987,89,6,9,11,18,22
1650849,93,25,18,49,36,48
1708941,24,13,4,25,7,17
1703901,74,17,11,34,22,33
1700792,98,32,27,63,56,63
1713382,75,28,28,56,57,58
1700288,93,23,37,45,77,64
1642320,61,8,AB,15,0,13
1715563,90,35,33,69,69,71
1641319,89,19,26,38,53,50
1673284,26,6,16,12,33,23
1684715,98,29,17,58,34,51
1527031,87,0,10,0,21,27
1643861,93,18,22,36,46,46
1688355,44,19,8,38,17,29
1565616,59,9,AB,18,0,14
1719046,88,19,20,37,42,44
1704165,91,43,38,85,78,82
1688058,93,45,28,90,57,76
1711245,93,18,20,35,42,44
1711127,83,16,3,32,5,25
1698983,91,15,14,30,28,35
1687076,99,49,41,98,85,92
1693295,90,10,12,20,24,29
1726166,78,24,29,47,60,56
1581291,64,21,37,41,76,59
1692166,62,32,29,64,60,62
1724397,100,27,44,54,91,75
1711561,97,30,22,60,45,57
1635214,97,26,11,51,22,42
1690087,89,30,26,60,53,60
1687025,32,11,0,22,0,13
1586990,64,21,18,41,38,42
1646391,78,33,37,66,77,72
1691167,100,26,37,51,76,67
1685612,99,43,48,86,100,94
1581553,51,14,22,27,46,38
1689547,98,41,33,82,68,77
1697077,98,35,39,69,81,77
1684783,93,22,18,44,36,46
1647029,90,22,35,43,73,61
1685862,89,31,47,61,98,80
1725105,97,21,43,41,90,68
1713591,46,0,0,0,0,5,INC
1686923,98,38,38,76,78,79
1690174,72,21,26,41,53,50
1686918,98,39,33,78,69,76
1724370,63,12,11,24,23,27
1687248,99,35,45,70,93,83
1698424,57,16,11,32,23,30
1688724,85,0,30,0,61,64
1687047,99,34,20,67,42,59
1658126,98,25,32,50,67,62
1688048,96,31,19,61,40,55
1710106,90,23,21,46,43,49
1684787,80,23,30,45,61,56
1727185,99,23,33,45,68,61
1726735,93,18,19,36,39,43
1551414,97,25,39,50,80,68
1696709,99,21,26,41,54,53
1697511,98,15,25,29,51,46
1691561,83,36,35,71,72,73
1704035,89,30,30,59,63,64
1721910,93,15,23,29,47,43
1699402,100,13,18,25,38,38
1720061,93,28,15,55,30,48
1684718,99,25,17,50,35,48
1591070,63,16,17,31,35,36
1692009,86,23,9,46,19,38
1692961,97,26,34,52,70,64
1695932,100,9,5,18,10,23
1685547,100,3,1,5,1,13
1692156,97,13,25,25,51,44
1640408,97,18,27,35,56,51
1691881,97,46,39,92,80,87
1724157,62,12,9,23,19,25
1696800,81,28,32,56,66,63
1687438,92,22,15,43,31,43
1712775,83,16,18,31,38,39
1690293,100,49,41,97,85,92
1690247,100,29,36,58,75,70
1592007,0,0,0,0,0,0
1688244,100,31,36,61,75,71
1687111,73,4,2,7,4,12
1701144,88,13,6,26,11,26
1698490,95,24,23,48,47,52
1698262,95,37,45,74,93,85
1685416,100,29,33,58,68,67
1720085,83,25,17,49,35,46
1732978,93,29,28,58,58,62
1691786,96,28,27,55,56,60
1696998,86,21,30,41,61,55
1725925,79,8,7,15,15,21
1696135,98,0,23,0,48,53
1711704,23,6,1,11,2,8
1700620,100,46,44,92,91,92
1688914,98,23,33,46,68,61
1633273,0,0,0,0,0,0
1704729,90,15,20,29,41,40
1699457,85,29,23,58,48,56
1700701,98,20,20,39,42,46
1690140,100,19,16,38,33,42
1696154,100,29,13,57,26,47
1717958,72,16,22,31,46,42
1547087,96,22,19,44,40,47
