PeopleSoft Number,A1,A2,A3,A4,A5,A6,A7,A9,A10,Practical Assignment Average,Q1,Q2,Q3,Q4,Q5,Q6,Quiz Average,Assignment Average,PT1,PT2,Practical Test Average,Practical Average
1684806,100,39,100,35,100,78,100,60,0,76.5,9,7,2,8,3,7,45,74.94,80,60,70,72.965
1684833,100,100,100,92,94,100,96,68,100,97.75,15,12,10,11,6,9,76,96.66,70,80,75,87.9975
1684876,90,42,90,9,52,0,100,63,60,63.25,12,2,4,9,6,7,51,62.62,60,0,30,49.5725
1684890,100,36,34,61,47,20,66,78,39,57.625,12,7,4,14,4,10,63,57.88,80,40,60,58.72625
1684900,100,41,50,31,70,48,96,0,0,54.5,15,10,0,7,5,6,57,54.64,75,40,57.5,55.785
1684918,100,86,90,88,93,92,87,83,37,89.875,9,15,4,9,7,9,65,88.65,88,100,94,90.78875
1684953,100,100,100,100,100,100,100,90,100,100,15,12,9,7,4,6,65,98.27,100,100,100,98.96
1685012,100,100,100,100,100,92,100,0,50,92.75,12,12,7,11,10,11,75,91.85,100,100,100,95.1075
1685036,100,95,100,100,98,92,100,0,100,98.125,12,9,4,8,8,7,59,96.15,100,100,100,97.69125
1685109,100,100,100,96,92,81,51,0,40,82.5,15,7,4,13,12,10,76,82.18,70,50,60,73.305
1685184,100,80,70,72,70,82,61,85,15,77.5,15,8,4,3,6,8,55,76.36,60,75,67.5,72.815
1685239,100,100,75,0,47,70,0,60,0,56.5,0,0,0,6,0,0,8,54.08,40,0,20,40.445
1685240,100,80,100,100,64,35,100,0,0,72.375,9,9,2,11,5,10,59,71.69,75,100,87.5,78.01375
1685403,100,96,75,90,68,63,80,70,0,80.25,12,5,2,2,4,7,40,78.24,75,25,50,66.9425
1685642,100,100,100,98,98,100,100,71,62,95.875,12,12,7,11,2,10,69,94.55,100,100,100,96.72875
1685822,100,73,70,49,80,50,80,64,0,70.75,15,9,13,6,6,11,72,70.81,90,60,75,72.4875
1685842,100,80,70,88,86,40,17,73,10,69.25,15,7,2,9,3,9,57,68.65,75,100,87.5,76.1925
1685860,100,76,50,27,58,0,0,70,89,58.75,12,8,7,10,9,11,67,59.15,75,0,37.5,50.4875
1685873,100,100,75,63,46,45,24,88,0,67.625,12,12,5,12,12,12,80,68.24,100,80,90,76.94625
1685875,100,31,35,31,0,35,0,60,38,41.25,12,10,2,1,4,5,44,41.39,50,0,25,34.8325
1685884,100,100,100,98,92,100,100,95,15,98.125,9,5,4,6,3,9,44,95.42,90,100,95,95.25125
1685927,0,91,45,52,70,8,73,80,88,63.375,9,9,0,0,9,7,45,62.47,70,60,65,63.48375
1685934,80,80,75,89,87,68,73,0,0,69,9,5,2,9,5,11,52,68.15,75,75,75,70.89
1686488,100,96,100,98,99,92,100,0,50,91.875,12,15,10,5,13,13,84,91.48,100,100,100,94.88875
1686497,100,96,85,100,89,96,91,75,35,91.5,12,10,2,4,7,11,59,89.86,70,40,55,75.915
1686716,100,100,100,96,96,100,79,0,0,83.875,15,10,10,11,9,10,75,83.41,100,100,100,90.04875
1686852,40,46,0,0,0,0,0,0,0,10.75,0,10,7,0,0,0,23,11.35,0,0,0,6.8075
1686857,100,36,31,68,70,37,76,52,0,58.75,9,5,2,10,8,10,56,58.61,40,0,20,43.1675
1686900,100,100,100,98,97,100,96,0,0,86.375,0,15,10,11,12,10,77,85.92,100,100,100,91.55375
1686924,100,100,100,100,100,100,100,87,100,100,15,15,13,13,9,13,92,99.6,100,100,100,99.76
1687024,100,100,100,76,91,85,96,90,75,92.25,15,7,5,8,6,9,60,90.64,100,100,100,94.3825
1687047,100,100,90,100,83,100,12,0,85,83.75,12,7,4,7,7,9,56,82.36,55,50,52.5,70.4175
1687175,100,100,100,96,96,85,100,0,98,96.875,15,12,5,4,11,10,71,95.56,65,100,82.5,90.33875
1687199,90,60,80,79,92,95,90,78,0,83,0,12,13,8,4,11,64,82.05,100,100,100,89.23
1687209,100,100,80,76,89,25,96,89,0,81.875,15,12,4,5,6,13,68,81.18,100,80,90,84.70875
1687248,100,100,100,100,96,100,100,90,7,98.25,12,7,13,13,8,12,77,97.2,100,100,100,98.3225
1687355,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0.2,0,0,0,0.12
1687409,70,92,50,96,87,100,100,75,49,83.75,12,13,11,7,5,8,68,82.96,100,100,100,89.7775
1687473,100,81,100,94,92,88,83,90,15,91,15,13,13,13,9,13,89,90.92,100,100,100,94.55
1687483,100,100,100,75,91,96,100,65,14,90.875,9,5,4,9,3,7,45,88.6,65,75,70,81.15875
1687497,100,100,100,0,90,96,100,0,0,73.25,0,10,0,0,0,0,13,70.25,100,100,100,82.1525
1687539,100,100,100,98,82,100,100,89,95,97.75,15,15,7,11,9,10,80,96.86,100,100,100,98.1175
1687635,100,76,79,63,88,85,83,0,15,73.625,12,13,2,13,10,8,75,73.68,100,100,100,84.20625
1687656,100,100,100,96,77,96,79,87,17,91.875,9,10,7,7,6,13,61,90.35,60,100,80,86.20875
1687714,100,100,100,96,87,100,100,100,100,99.5,12,7,8,7,7,13,63,97.66,88,100,94,96.195
1687884,100,96,100,0,63,77,96,0,0,66.5,12,8,0,5,5,10,53,65.84,70,40,55,61.505
1687927,100,54,85,26,61,18,25,65,15,54.25,12,9,4,9,0,0,45,53.8,75,60,67.5,59.2825
1687952,100,100,100,100,97,100,100,100,99,99.875,15,12,10,12,3,9,77,98.75,100,100,100,99.24875
1688027,100,100,100,100,98,90,100,83,50,96.375,15,15,8,13,13,10,88,95.96,100,100,100,97.57375
1688058,100,100,100,98,92,92,100,95,100,98.125,9,12,4,7,7,11,61,96.29,100,100,100,97.77125
1688096,80,100,100,96,94,92,96,0,85,92.875,15,9,13,5,11,11,79,92.16,100,100,100,95.29875
1688167,100,100,100,100,91,96,100,0,75,95.25,12,7,5,10,5,12,61,93.55,100,90,95,94.1325
1688180,100,90,100,100,91,100,100,0,20,87.625,15,15,13,13,13,14,93,87.91,100,100,100,92.74625
1688204,100,60,75,46,83,10,96,80,10,68.75,15,11,2,8,5,0,55,68.05,70,40,55,62.8275
1688210,70,0,45,58,68,40,100,69,0,56.25,12,3,2,4,6,8,44,55.64,50,25,37.5,48.3825
1688225,100,90,75,76,64,50,61,90,0,75.75,15,9,6,4,3,9,57,74.83,95,20,57.5,67.8975
1688270,100,100,100,96,87,85,96,0,21,85.625,15,12,7,9,4,6,65,84.61,100,80,90,86.76625
1688277,100,83,70,43,24,75,81,58,0,66.75,12,7,4,4,10,6,52,66.01,60,100,80,71.6075
1688280,100,100,100,100,88,100,96,83,0,95.875,15,15,13,12,7,14,92,95.68,100,100,100,97.40875
1688362,100,100,100,55,70,100,0,0,0,65.625,3,5,2,8,0,0,24,63.54,70,40,55,60.12625
1688586,100,100,65,0,63,48,33,77,39,65.625,6,12,2,7,6,6,49,64.81,60,40,50,58.88625
1688612,100,50,75,100,95,50,100,60,100,85,15,10,4,12,13,11,81,84.82,70,100,85,84.89
1688654,100,100,100,95,100,71,73,0,99,92.25,15,15,6,6,6,8,67,90.97,100,100,100,94.5825
1688726,100,100,100,92,94,92,100,85,72,95.375,15,12,10,10,6,9,75,94.34,100,100,100,96.60375
1688861,100,100,100,96,88,73,100,85,85,94.25,15,13,10,14,8,14,88,93.94,100,100,100,96.3625
1688914,100,100,100,37,77,50,100,0,35,74.875,12,10,4,15,7,11,73,74.8,100,80,90,80.87875
1688927,100,80,0,34,76,0,90,0,0,47.5,12,7,2,6,6,7,51,47.66,95,100,97.5,67.595
1689042,100,88,85,9,25,50,4,47,0,51,12,5,0,8,6,7,51,50.98,80,100,90,66.59
1689116,100,100,100,100,96,100,96,0,84,97,12,12,13,8,9,10,75,95.88,70,50,60,81.53
1689150,100,92,90,68,70,67,100,65,0,81.5,15,12,4,2,3,4,51,79.96,65,90,77.5,78.975
1689344,100,100,100,96,91,100,83,0,50,90,12,12,9,11,9,12,75,89.23,100,100,100,93.54
1689526,70,0,15,0,0,0,0,0,0,10.625,9,7,0,0,0,0,21,11.16,0,0,0,6.69625
1689571,100,100,100,72,63,86,100,88,72,89.75,15,9,7,9,4,8,64,88.46,80,40,60,77.0775
1689614,100,100,100,100,100,100,100,93,93,99.125,15,5,8,10,5,13,68,97.57,100,100,100,98.54125
1689679,100,100,80,59,84,77,100,98,0,87.25,12,8,4,9,6,10,60,85.89,75,75,75,81.5325
1689762,100,71,25,34,62,18,9,70,95,59.375,9,12,2,7,5,9,56,59.21,45,25,35,49.52375
1689828,100,80,100,84,89,81,96,83,37,89.125,15,10,7,10,7,6,65,87.94,100,100,100,92.76125
1689848,100,90,100,90,94,67,70,63,92,87.875,9,13,0,8,6,6,56,86.28,70,60,65,77.76875
1689935,100,100,100,100,98,100,100,90,90,98.5,15,10,4,7,9,12,71,97.11,100,100,100,98.265
1689939,100,60,100,98,98,100,100,58,90,93.25,15,13,15,15,13,14,96,93.39,100,100,100,96.0325
1690024,100,48,54,9,42,18,100,70,0,55.125,15,7,0,4,3,6,47,54.7,85,0,42.5,49.82125
1690113,100,100,90,94,97,96,100,95,28,96.5,9,13,2,11,7,14,72,95.28,89,100,94.5,94.965
1690303,100,100,85,69,50,45,100,0,79,78.5,12,9,4,7,0,0,43,76.71,100,100,100,86.025
1690367,100,100,100,100,99,100,100,85,100,99.875,12,15,15,11,11,13,88,99.28,100,100,100,99.56875
1690411,100,100,95,65,25,24,91,86,0,73.25,15,10,4,3,0,6,51,72.12,75,80,77.5,74.2725
1690459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690470,100,100,100,96,96,81,56,65,63,87.625,12,13,10,11,6,12,77,87.11,100,0,50,72.26625
1690569,100,96,90,82,24,100,73,0,59,78,9,10,7,4,5,5,48,76.5,90,100,95,83.9
1690594,100,100,100,94,0,0,0,0,37,53.875,15,15,8,9,8,12,79,55.11,100,100,100,73.06875
1690786,100,96,75,87,31,85,100,89,0,82.875,12,10,7,13,3,10,69,82.2,100,100,100,89.31875
1690805,70,40,80,39,78,40,61,0,29,54.625,12,7,4,8,5,8,53,54.56,75,0,37.5,47.73625
1690837,100,80,75,51,68,40,100,81,0,74.375,15,9,6,6,5,8,59,73.59,80,100,90,80.15375
1691017,100,100,100,96,96,100,100,74,98,98.75,15,12,13,12,8,9,81,97.88,75,100,87.5,93.7275
1691158,100,0,0,0,0,0,0,0,0,12.5,12,10,0,4,7,7,53,14.54,35,0,17.5,15.725
1691402,100,99,100,96,96,92,83,58,96,95.25,15,10,7,7,6,10,65,93.75,100,100,100,96.2525
1691441,100,100,100,100,90,100,100,72,0,95.25,12,0,2,11,4,9,51,93.02,95,100,97.5,94.8125
1691561,100,100,95,50,85,96,72,82,14,85,0,13,7,8,10,9,63,83.88,100,100,100,90.33
1691567,100,76,100,84,95,96,61,75,0,85.875,12,8,5,9,7,8,59,84.51,100,75,87.5,85.70875
1691731,100,100,100,98,89,100,96,93,50,97,12,13,10,15,14,12,88,96.55,90,100,95,95.93
1691786,100,100,100,98,97,92,100,93,89,97.5,12,12,7,7,6,11,65,95.89,100,100,100,97.535
1691787,100,100,100,98,85,96,100,86,0,95.625,15,15,13,13,9,12,91,95.38,100,100,100,97.22625
1691788,0,0,0,0,0,0,0,0,0,0,9,7,4,1,0,7,37,1.867,40,0,20,9.12
1691800,100,31,55,26,43,47,100,80,0,60.25,12,10,4,10,7,10,65,60.5,75,100,87.5,71.3025
1691824,100,100,100,96,71,87,62,0,0,77,15,10,7,15,11,13,85,77.42,100,100,100,86.45
1692009,100,100,70,18,85,90,0,0,0,57.875,12,13,6,6,6,0,57,57.85,60,40,50,54.70875
1692085,100,100,100,92,81,91,100,0,100,95.5,0,9,10,3,7,9,51,93.26,100,75,87.5,90.955
1692088,100,100,100,100,92,100,100,0,92,98,15,15,10,13,12,10,87,97.43,100,100,100,98.46
1692166,100,100,100,99,96,100,100,0,5,87.5,12,12,11,13,7,12,80,87.13,100,100,100,92.275
1692194,100,40,75,100,95,90,96,69,0,83.125,9,5,4,7,3,9,45,81.24,70,100,85,82.74125
1692420,75,46,90,87,78,45,24,75,49,68.125,12,9,7,4,7,9,59,67.65,55,80,67.5,67.59125
1692765,0,43,0,0,0,18,0,0,0,7.625,0,12,3,0,0,0,20,8.244,100,75,87.5,39.94625
1692772,100,88,85,26,63,82,66,20,0,66.25,12,7,0,7,4,8,51,65.47,90,0,45,57.2825
1692773,100,100,100,100,97,100,56,0,0,81.625,15,9,8,5,8,9,65,80.81,100,100,100,88.48625
1692776,100,96,60,19,28,0,24,0,0,40.875,12,5,2,4,4,0,36,40.63,70,50,60,48.37875
1692871,90,47,65,96,88,96,61,45,0,73.5,12,9,2,3,4,7,47,72.16,75,75,75,73.295
1692937,100,100,100,90,97,91,100,80,88,95.75,12,7,10,5,0,10,59,93.9,70,80,75,86.3375
1692943,100,100,100,68,90,100,100,63,0,90.125,9,13,13,12,6,8,73,89.29,100,100,100,93.57125
1692966,100,100,100,96,94,100,100,0,100,98.75,15,12,7,9,4,12,73,97.48,100,100,100,98.4875
1693145,95,80,75,49,66,54,100,75,37,74.25,12,9,2,11,12,8,69,74,70,100,85,78.4025
1693296,80,51,40,17,0,0,0,48,0,29.5,12,10,0,9,2,11,59,30.96,70,0,35,32.575
1693309,100,73,85,84,92,87,86,68,0,84.375,12,5,5,6,9,9,55,82.89,100,100,100,89.73375
1693533,100,75,50,39,40,24,96,0,20,55.5,12,5,7,8,5,9,55,55.46,75,80,77.5,64.275
1693663,100,96,70,76,98,96,29,0,35,75,15,15,7,9,9,10,77,75.12,70,20,45,63.07
1693713,100,96,90,92,87,40,0,68,0,71.625,9,9,10,6,8,8,59,70.98,90,60,75,72.58625
1693763,100,100,100,98,70,100,100,75,0,92.875,15,12,10,12,4,9,77,92.1,100,100,100,95.25875
1693905,100,100,100,100,92,100,100,0,65,94.625,15,15,7,10,10,8,77,93.76,100,100,100,96.25625
1693907,100,100,100,98,98,100,100,85,38,97.625,15,10,10,12,6,11,77,96.61,85,75,80,89.96625
1694180,100,91,95,42,88,96,59,87,98,89.25,15,4,2,8,6,6,52,87.39,100,75,87.5,87.4325
1694489,100,100,100,100,96,100,100,75,100,99.5,15,15,15,11,13,11,92,99.13,100,100,100,99.475
1694522,100,87,100,100,91,100,79,85,69,92.75,15,9,12,15,10,12,85,92.38,100,100,100,95.4275
1694590,100,85,90,67,82,18,25,41,61,68.875,9,9,5,15,5,6,59,68.36,65,0,32.5,54.01875
1695288,100,31,90,71,34,44,100,72,0,67.75,15,10,5,4,4,10,59,67.3,55,0,27.5,51.3775
1695331,100,100,100,100,96,100,74,85,0,94.375,15,13,5,4,10,9,69,93.12,100,100,100,95.87375
1695599,100,90,100,95,89,96,91,83,44,93,15,12,4,13,7,9,75,92.08,100,100,100,95.25
1695677,100,100,100,96,87,100,100,65,13,93.5,9,12,7,8,8,6,59,91.76,100,80,90,91.055
1695932,100,85,0,48,63,0,28,75,15,51.75,0,12,0,4,0,0,21,50.23,60,0,30,42.1375
1695982,100,100,75,73,65,48,61,85,0,75.875,15,8,2,9,5,8,60,75.08,65,0,32.5,58.04875
1696007,100,100,90,85,0,0,0,85,0,57.5,9,5,4,10,0,0,37,56.49,70,100,85,67.895
1696082,100,86,75,65,85,40,100,0,91,80.25,9,12,6,8,2,8,57,79.1,95,100,97.5,86.4625
1696083,100,28,75,91,70,80,80,52,0,72,12,7,5,2,0,0,35,70.13,62,0,31,54.48
1696093,80,75,55,50,17,68,80,60,90,69.75,12,15,0,2,0,0,39,68.2,100,75,87.5,75.9175
1696222,100,100,100,100,83,100,100,85,50,96,15,12,11,12,9,9,79,95.13,100,100,100,97.08
1696259,100,91,100,82,93,92,96,90,59,93,9,8,4,9,4,10,53,91.02,70,80,75,84.61
1696395,100,100,100,96,86,100,100,0,85,95.875,15,15,13,12,13,12,91,95.61,100,100,100,97.36875
1696474,100,98,100,96,96,100,100,92,100,98.75,15,13,4,15,10,11,85,98.08,60,80,70,86.8475
1696534,100,100,100,94,90,100,100,87,0,96.375,15,7,10,9,4,9,67,94.89,100,80,90,92.93375
1696583,100,92,70,70,91,77,96,0,0,74.5,12,7,4,7,7,8,55,73.51,90,80,85,78.105
1696800,100,100,100,89,90,45,29,76,65,83.125,12,10,4,7,3,10,57,81.84,100,100,100,89.10125
1696950,100,0,90,0,88,18,100,68,8,59,12,9,0,5,5,8,52,58.65,50,40,45,53.19
1696996,100,100,100,100,100,100,100,78,0,97.25,12,12,13,11,6,11,79,96.32,70,80,75,87.7925
1696998,95,31,85,65,82,50,79,67,0,69.25,12,10,4,6,0,0,43,67.92,88,75,81.5,73.3525
1697030,100,100,100,100,86,71,100,68,85,92.75,12,7,5,10,5,7,55,90.85,60,20,40,70.5075
1697070,100,100,90,96,88,90,100,70,0,91.75,9,12,5,3,5,8,52,89.76,100,20,60,77.8575
1697304,100,100,100,96,94,100,100,80,88,97.25,15,15,11,15,13,12,93,97.05,100,100,100,98.2325
1697355,100,100,100,96,97,85,100,0,73,93.875,12,9,6,0,7,7,55,91.91,100,100,100,95.14875
1697467,100,100,100,69,84,88,100,71,0,89,15,12,7,11,14,12,85,88.82,100,100,100,93.29
1697486,100,100,100,94,68,100,90,0,82,91.75,12,7,0,6,10,9,59,90.1,100,100,100,94.0575
1697510,80,96,85,32,84,35,0,0,85,62.125,12,4,2,13,9,9,63,62.15,100,75,87.5,72.29125
1697511,35,46,44,41,54,18,61,70,0,46.125,12,12,4,2,7,3,51,46.35,100,75,87.5,62.81125
1697521,100,100,100,73,83,100,100,85,80,93.5,9,9,4,13,12,11,72,92.43,80,100,90,91.455
1697545,100,66,70,42,70,20,0,0,0,46,12,10,11,0,0,0,44,45.9,100,60,80,59.54
1697559,100,100,100,96,95,100,83,40,90,95.5,9,7,5,4,8,6,47,93.06,100,100,100,95.835
1697567,100,100,100,100,100,100,100,0,100,100,0,9,7,5,5,9,47,97.33,100,100,100,98.4
1697586,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,32,1.6,0,0,0,0.96
1697612,100,0,0,0,0,0,0,0,0,12.5,9,0,0,0,5,0,19,12.81,0,0,0,7.685
1697829,100,100,100,100,95,80,100,70,100,96.875,15,15,7,9,9,8,75,95.76,100,100,100,97.45875
1697836,100,100,70,0,0,0,0,60,0,41.25,12,15,15,11,12,10,87,43.52,100,0,50,46.1125
1698119,100,100,100,100,96,91,100,0,10,87.125,3,7,2,4,5,8,36,84.57,95,20,57.5,73.74125
1698290,0,95,25,0,31,0,0,0,0,18.875,0,3,0,7,6,7,31,19.46,55,0,27.5,22.67875
1698359,100,96,100,94,93,81,100,0,93,94.625,15,10,2,9,9,10,71,93.43,100,100,100,96.05625
1698430,100,100,100,100,88,100,100,82,80,96.25,15,15,15,15,11,13,97,96.3,100,100,100,97.7825
1698565,95,100,100,94,93,87,100,100,91,96.625,9,12,4,8,6,6,55,94.53,88,100,94,94.31625
1698724,100,100,95,100,89,85,61,98,93,95,15,8,2,15,5,8,68,93.65,70,100,85,90.19
1698727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698814,100,80,90,67,79,48,0,59,0,65.375,9,9,2,6,4,8,48,64.51,100,100,100,78.70375
1698818,100,80,70,0,74,66,4,0,33,53.375,12,10,10,7,7,11,67,54.04,80,100,90,68.42375
1698919,100,100,100,96,99,92,100,91,98,98.125,12,13,7,13,13,13,85,97.49,100,100,100,98.49125
1698954,100,100,100,96,76,71,100,0,0,80.375,12,12,8,12,10,9,73,80.02,100,100,100,88.01375
1698983,100,15,0,34,77,0,29,72,15,42.75,12,7,4,8,3,11,56,43.41,55,0,27.5,37.0475
1699014,55,76,75,80,77,20,12,95,47,65.625,12,9,5,4,10,10,61,65.41,70,100,85,73.24625
1699020,100,100,100,94,92,100,96,0,100,97.75,12,9,11,9,10,11,71,96.4,100,100,100,97.8375
1699085,100,96,90,0,29,0,54,85,50,63,12,10,2,5,6,7,53,62.52,55,0,27.5,48.51
1699124,100,100,100,87,94,45,96,92,0,89.25,9,8,2,9,9,12,63,87.92,80,100,90,88.7525
1699141,100,100,100,100,100,100,100,99,100,100,15,7,8,8,5,9,63,98.13,100,100,100,98.88
1699163,100,100,100,100,88,96,96,79,81,95.125,12,15,13,11,10,13,85,94.64,100,100,100,96.78125
1699337,90,56,100,92,32,0,0,0,0,46.25,9,12,7,3,1,9,53,46.6,70,80,75,57.9625
1699457,100,100,100,94,95,92,91,90,15,95.25,15,10,7,15,11,9,80,94.49,100,100,100,96.6925
1699539,100,100,100,70,86,77,83,0,100,89.5,9,9,10,7,8,8,59,87.96,88,100,94,90.375
1699545,100,90,100,88,93,92,100,0,88,93.875,15,15,2,13,10,11,85,93.45,100,100,100,96.06875
1699600,100,91,100,93,87,100,100,63,60,91.75,12,12,4,7,7,10,64,90.36,100,60,80,86.2175
1699729,100,100,100,94,92,96,100,70,71,94.125,15,5,4,4,6,11,55,92.15,88,75,81.5,87.89125
1699730,100,84,70,28,35,0,0,63,87,58.375,0,10,7,10,9,9,60,58.46,70,20,45,53.07375
1700248,95,100,90,98,97,90,86,0,0,82,12,6,4,12,3,11,60,80.9,70,90,80,80.54
1700396,100,100,100,94,84,96,100,69,65,92.875,9,12,7,4,5,9,56,91.03,100,100,100,94.61875
1700580,90,65,100,92,81,85,17,0,15,68.125,12,9,8,9,10,10,67,68.05,90,100,95,78.83125
1700591,100,41,100,41,89,90,100,51,18,76.5,9,9,7,7,8,7,53,75.34,60,0,30,57.205
1700674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701048,100,100,100,61,85,50,80,0,0,72,15,9,4,13,14,13,85,72.67,90,40,65,69.6
1701218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701229,100,100,100,72,78,86,83,50,0,83.625,12,12,4,11,11,8,72,83.04,80,75,77.5,80.82625
1701603,100,100,100,88,70,90,83,95,0,90.75,12,9,2,6,6,10,57,89.08,70,75,72.5,82.4475
1701720,95,13,20,12,78,35,80,62,15,49.75,9,7,7,6,3,10,52,49.86,40,0,20,37.9175
1702043,100,88,100,9,93,90,96,90,0,83.25,12,11,0,7,8,5,57,81.95,80,60,70,77.1725
1702185,100,31,70,33,63,50,79,50,0,59.5,12,15,4,7,8,6,64,59.73,60,100,80,67.835
1702202,100,100,100,100,91,92,100,85,97,97.5,12,7,4,2,4,9,48,95.03,90,20,55,79.015
1702365,100,93,100,98,80,100,100,75,90,95.125,12,15,4,6,9,9,68,93.77,100,75,87.5,91.26125
1702618,90,100,0,0,31,72,0,92,0,48.125,15,10,5,9,0,8,63,48.85,50,40,45,47.31125
1702894,70,91,40,0,70,0,96,55,0,52.75,12,4,7,7,4,11,55,52.85,100,100,100,71.7075
1703214,60,100,11,39,39,44,74,0,13,47.5,12,0,0,5,4,0,28,46.53,70,0,35,41.915
1703300,100,100,90,86,65,100,96,57,0,86.75,15,15,4,6,10,6,69,85.88,75,100,87.5,86.5275
1703357,100,85,70,74,28,0,0,42,15,51.75,12,4,2,0,0,0,24,50.36,0,0,0,30.2175
1703544,100,31,39,31,31,0,0,69,0,37.625,15,8,4,4,6,8,55,38.48,100,75,87.5,58.08625
1703608,100,69,90,98,90,90,74,78,17,86.125,15,12,2,8,4,11,67,85.15,75,60,67.5,78.09125
1703616,100,100,100,95,96,35,90,73,0,86.125,12,10,2,10,7,5,59,84.75,100,75,87.5,85.85125
1703808,100,66,95,97,96,67,46,62,15,78.625,9,10,0,5,8,7,52,77.29,100,100,100,86.37625
1703844,100,80,60,55,46,48,100,0,0,61.125,12,7,2,7,13,9,64,61.27,70,25,47.5,55.76125
1703920,100,100,100,95,76,92,75,0,95,91.625,0,12,5,5,10,0,43,89.18,100,100,100,93.50625
1704006,100,91,100,92,58,100,100,60,90,91.625,15,12,10,15,8,13,87,91.38,100,100,100,94.82625
1704035,100,100,100,96,93,100,100,0,100,98.625,15,12,4,11,7,14,79,97.63,100,100,100,98.57625
1704040,100,100,95,94,91,100,100,65,94,96.75,12,10,8,9,9,14,72,95.51,100,100,100,97.3075
1704062,100,100,100,100,70,100,96,88,60,94.25,12,15,11,11,11,10,80,93.54,100,100,100,96.1225
1704160,100,80,75,51,52,30,12,90,25,62.875,15,10,7,12,4,12,75,63.46,75,100,87.5,73.07875
1704181,100,40,70,53,84,76,96,65,5,73,15,9,2,6,11,7,64,72.55,65,40,52.5,64.53
1704400,100,100,100,0,59,96,83,0,0,67.25,12,12,8,10,8,6,67,67.22,100,100,100,80.3325
1704469,100,62,100,98,95,92,100,65,87,92.125,15,12,7,13,10,13,84,91.72,100,100,100,95.03125
1704578,100,100,100,98,87,92,18,0,28,77.875,15,15,5,9,9,0,71,77.51,100,100,100,86.50875
1704591,100,100,100,96,92,96,100,0,97,97.625,9,10,2,8,8,7,56,95.54,100,100,100,97.32625
1704867,100,52,100,61,80,50,86,78,74,78.875,15,10,6,8,3,11,67,78.26,70,50,60,70.95875
1705027,100,100,100,80,87,50,100,75,0,86.5,12,13,2,6,5,9,60,85.18,70,100,85,85.105
1705054,100,100,95,85,88,85,65,0,97,89.375,15,7,4,6,4,9,55,87.64,100,100,100,92.58375
1705253,100,31,100,90,70,0,0,0,0,48.875,12,12,4,6,9,0,57,49.3,65,100,82.5,62.57875
1705469,100,98,100,96,91,100,100,90,100,98.125,12,15,15,13,11,8,88,97.62,100,100,100,98.57125
1705636,100,82,100,91,94,82,100,0,75,90.5,15,15,10,12,11,12,87,90.31,100,100,100,94.185
1705730,100,79,75,100,81,88,100,42,13,83.125,12,8,2,7,3,11,55,81.7,50,80,65,75.02125
1705876,100,51,70,47,31,50,0,90,25,58,12,7,5,2,4,9,49,57.57,60,40,50,54.54
1705886,100,35,65,53,49,39,0,0,52,49.125,15,7,0,6,0,8,48,49.07,60,0,30,41.44125
1706378,100,92,70,52,70,77,85,0,0,68.25,15,7,0,9,8,9,64,68.04,65,10,37.5,55.8225
1706860,100,83,95,65,78,77,65,70,0,79.125,12,9,7,7,0,8,57,78.04,60,100,80,78.82125
1707088,100,30,100,98,90,100,100,0,69,85.875,15,12,4,10,4,12,71,85.11,100,100,100,91.06875
1707176,100,43,50,59,63,58,100,0,0,59.125,12,13,2,4,7,0,51,58.7,88,50,69,62.82125
1707225,100,100,100,96,96,100,100,90,96,98.5,12,8,4,9,8,9,61,96.64,100,100,100,97.985
1707452,50,31,75,57,70,50,79,90,0,62.75,9,5,7,10,7,12,60,62.61,70,80,75,67.5675
1707717,70,72,40,50,16,62,0,0,0,38.75,15,7,4,2,4,6,48,39.21,65,15,40,39.5275
1707795,100,100,100,96,98,100,96,66,60,94.5,15,7,4,11,9,11,71,93.31,60,100,80,87.985
1708176,100,40,0,0,0,0,0,55,0,24.375,3,12,0,0,0,0,20,24.16,0,0,0,14.49375
1708177,95,76,60,96,75,70,90,90,0,81.5,6,9,2,3,6,12,48,79.83,65,90,77.5,78.895
1708293,100,100,50,0,61,0,0,0,82,49.125,12,5,2,5,2,5,39,48.6,0,0,0,29.16125
1708424,90,100,100,97,88,92,96,0,14,84.625,12,12,13,9,9,11,76,84.19,100,100,100,90.51625
1708471,100,41,20,4,0,0,56,0,0,27.625,15,13,0,7,0,0,47,28.58,68,20,44,34.74625
1708639,100,100,100,100,100,100,100,86,100,100,12,12,8,12,12,13,81,99.07,100,100,100,99.44
1708838,90,67,0,30,46,8,79,61,10,48.875,15,9,2,5,10,0,55,49.16,65,25,45,47.49875
1708941,100,0,0,0,0,10,0,0,0,13.75,0,12,0,0,0,0,16,13.86,0,0,0,8.3175
1708962,100,100,100,100,93,100,100,80,50,96.625,12,15,8,12,7,13,80,95.79,100,100,100,97.47625
